Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,deviation,ratio,train_flag
09/25/2024 1:42:00 am,997.59705,973.5,41.016445,24.097049999999967,24.32187991913975,False
09/25/2024 1:46:00 am,975.49215,973.5,40.54542,1.9921500000000376,24.059243929400655,False
09/25/2024 1:48:00 am,965.0137999999996,973.5,40.54542,-8.486200000000395,23.800809067953903,False
09/25/2024 1:50:00 am,946.7856,973.5,41.6601,-26.714399999999955,22.726436086327205,False
09/25/2024 1:52:00 am,940.743375,973.5,47.092145,-32.756624999999985,19.97665162629564,False
09/25/2024 1:54:00 am,951.4971,973.5,48.43455,-22.002899999999958,19.64500754110444,False
09/25/2024 1:56:00 am,962.7411,973.5,48.92994,-10.75890000000004,19.675910086952896,False
09/25/2024 1:58:00 am,950.7555499999996,973.5,48.98735,-22.74445000000037,19.40818497020148,False
09/25/2024 2:00:00 am,945.305925,973.5,49.24264,-28.194075,19.19689774959263,False
09/25/2024 2:02:00 am,964.949025,973.5,49.55396,-8.550974999999994,19.472692495211284,False
09/25/2024 2:04:00 am,951.0108,973.5,49.55396,-22.489199999999983,19.19141880891053,False
09/25/2024 2:06:00 am,960.72165,973.5,49.55396,-12.778350000000046,19.387383974963857,False
09/25/2024 2:10:00 am,956.92725,973.5,49.55396,-16.572750000000042,19.310812899715785,False
09/25/2024 2:12:00 am,959.0305000000004,973.5,49.55396,-14.469499999999584,19.35325653086051,False
09/25/2024 2:14:00 am,961.7946,973.5,49.55396,-11.705400000000054,19.40903612950408,False
09/25/2024 2:16:00 am,963.864375,973.5,49.55396,-9.635625000000005,19.450804234414363,False
09/25/2024 2:18:00 am,995.847675,973.5,49.00053,22.34767499999998,20.32320211638527,False
09/25/2024 2:20:00 am,1005.057975,973.5,43.23227,31.557975000000056,23.24786496290849,False
09/25/2024 2:22:00 am,990.6024499999996,973.5,40.94181,17.102449999999635,24.19537509455492,False
09/25/2024 2:24:00 am,984.474,973.5,40.43714,10.974000000000046,24.34578706604869,False
09/25/2024 2:26:00 am,999.9876,973.5,40.43714,26.487600000000043,24.729434376417323,False
09/25/2024 2:28:00 am,981.896325,973.5,40.05625,8.396325000000047,24.51293680761429,False
09/25/2024 2:30:00 am,974.810775,973.5,40.05625,1.310775000000035,24.3360468091746,False
09/25/2024 2:34:00 am,961.696575,973.5,40.05625,-11.803424999999947,24.00865220783274,False
09/25/2024 2:36:00 am,936.0509500000004,973.5,43.614095,-37.4490499999996,21.46212021595313,False
09/25/2024 2:38:00 am,948.8103,973.5,48.029065,-24.689700000000016,19.75491923484248,False
09/25/2024 2:40:00 am,955.375875,973.5,48.3807,-18.12412500000005,19.7470453093899,False
09/25/2024 2:42:00 am,967.913025,973.5,49.00202,-5.586975000000052,19.752512753555877,False
09/25/2024 2:44:00 am,960.254325,973.5,49.00202,-13.245675000000006,19.59621919667801,False
09/25/2024 2:46:00 am,952.5198,973.5,49.00202,-20.980199999999968,19.43837825461073,False
09/25/2024 2:48:00 am,957.605475,973.5,49.54052,-15.894525000000044,19.32974209798363,False
09/25/2024 2:50:00 am,965.352225,973.5,49.54052,-8.147775000000024,19.486114094078943,False
09/25/2024 2:52:00 am,950.0466,973.5,49.54052,-23.453399999999988,19.17716245206954,False
09/25/2024 2:54:00 am,958.91595,973.5,49.65779,-14.584050000000047,19.31048381331509,False
09/25/2024 2:58:00 am,991.6725,973.5,49.33394,18.172500000000014,20.101222403886656,False
09/25/2024 3:00:00 am,1001.5976500000004,973.5,42.8169266666667,28.097650000000385,23.392562894518807,False
09/25/2024 3:02:00 am,990.667725,973.5,40.651565,17.16772500000002,24.369731522021358,False
09/25/2024 3:04:00 am,993.53025,973.5,40.21384,20.030250000000024,24.7061770276104,False
09/25/2024 3:06:00 am,974.46675,973.5,39.761915,0.9667500000000472,24.50754069566317,False
09/25/2024 3:08:00 am,984.636375,973.5,39.45704,11.136375000000044,24.954643708701923,False
09/25/2024 3:10:00 am,988.94955,973.5,39.45704,15.449550000000045,25.06395690097382,False
09/25/2024 3:12:00 am,980.6391,973.5,39.45704,7.139099999999985,24.853336692260747,False
09/25/2024 3:14:00 am,966.4224,973.5,39.45704,-7.077599999999961,24.4930283670544,False
09/25/2024 3:16:00 am,973.338225,973.5,39.45704,-0.1617750000000342,24.66830317226026,False
09/25/2024 3:18:00 am,987.34305,973.5,39.45704,13.843049999999948,25.023241733287644,False
09/25/2024 3:22:00 am,985.122225,973.5,38.97168,11.622224999999958,25.277899874986144,False
09/25/2024 3:24:00 am,983.9773999999994,973.5,38.77341,10.47739999999942,25.377633795944167,False
09/25/2024 3:26:00 am,992.41875,973.5,38.57514,18.918750000000045,25.72689950055917,False
09/25/2024 3:28:00 am,978.256725,973.5,38.12199,4.75672499999996,25.661218761140223,False
09/25/2024 3:30:00 am,998.7213,973.5,38.12199,25.22130000000004,26.19803688107573,False
09/25/2024 3:32:00 am,978.4764,973.5,37.52829,4.976400000000012,26.07303450277111,False
09/25/2024 3:34:00 am,988.5590500000004,973.5,37.52829,15.059050000000411,26.341702486311007,False
09/25/2024 3:36:00 am,996.434025,973.5,37.52829,22.93402500000002,26.55154351557185,True
09/25/2024 3:38:00 am,987.320775,973.5,37.201055,13.820775000000026,26.540128364639124,True
09/25/2024 3:40:00 am,971.74035,973.5,37.01516,-1.759649999999965,26.25249627449942,True
09/25/2024 3:42:00 am,976.2969,973.5,37.01516,2.7969000000000506,26.375595836948968,True
09/25/2024 3:46:00 am,977.8383,973.5,37.01516,4.338300000000004,26.417238234280223,True
09/25/2024 3:48:00 am,975.39165,973.5,37.01516,1.891650000000027,26.351139641163243,True
09/25/2024 3:50:00 am,980.9238,973.5,37.01516,7.423800000000028,26.50059597202876,True
09/25/2024 3:52:00 am,974.139225,973.5,37.01516,0.6392250000000104,26.31730418023318,False
09/25/2024 3:54:00 am,971.4927,973.5,37.01516,-2.0072999999999865,26.24580577255373,False
09/25/2024 3:56:00 am,969.362925,973.5,37.01516,-4.137074999999982,26.18826786106017,False
09/25/2024 3:58:00 am,964.5921,973.5,37.01516,-8.90790000000004,26.05937945425604,False
09/25/2024 4:00:00 am,959.1054,973.5,37.01516,-14.394599999999969,25.911150998671896,False
09/25/2024 4:02:00 am,953.71065,973.5,37.01516,-19.789350000000013,25.765406660406168,False
09/25/2024 4:04:00 am,947.1231,973.5,37.07288,-26.376899999999974,25.54759975486124,False
09/25/2024 4:08:00 am,940.266675,973.5,40.196215,-33.23332500000004,23.39192073184005,True
09/25/2024 4:10:00 am,965.562375,973.5,44.66326,-7.9376250000000255,21.61871692751492,False
09/25/2024 4:12:00 am,957.7729999999996,973.5,44.66326,-15.72700000000043,21.444314633548903,False
09/25/2024 4:14:00 am,954.2022,973.5,44.66326,-19.29780000000005,21.36436525233492,False
09/25/2024 4:16:00 am,958.273725,973.5,44.90638,-15.226274999999989,21.339367034261056,False
09/25/2024 4:18:00 am,971.8203,973.5,44.98579,-1.6797000000000253,21.60282835979984,False
09/25/2024 4:20:00 am,965.384925,973.5,44.98579,-8.115075000000047,21.459774853348133,False
09/25/2024 4:22:00 am,961.855425,973.5,44.98579,-11.644575000000032,21.3813167446876,False
09/25/2024 4:24:00 am,952.64655,973.5,44.98579,-20.853449999999956,21.17661043631778,False
09/25/2024 4:26:00 am,956.93265,973.5,45.495345,-16.567350000000033,21.033638716224704,False
09/25/2024 4:28:00 am,958.843275,973.5,45.51978,-14.656725000000051,21.064321378530387,False
09/25/2024 4:32:00 am,963.557475,973.5,45.94801,-9.942525000000046,20.97060297061832,False
09/25/2024 4:34:00 am,960.14955,973.5,46.48441,-13.350450000000023,20.655302498192405,False
09/25/2024 4:36:00 am,946.90335,973.5,46.48441,-26.596649999999958,20.370342443843004,False
09/25/2024 4:38:00 am,958.933725,973.5,47.1352,-14.56627500000002,20.344322820312637,False
09/25/2024 4:40:00 am,956.787075,973.5,47.52111,-16.71292500000004,20.133937843623603,False
09/25/2024 4:42:00 am,954.833175,973.5,47.52111,-18.666825000000017,20.092821379803627,False
09/25/2024 4:44:00 am,958.629975,973.5,47.96733,-14.870025000000055,19.98506014406055,False
09/25/2024 4:46:00 am,955.103025,973.5,48.256115,-18.396975,19.792372945895043,False
09/25/2024 4:48:00 am,947.8493500000006,973.5,48.50546,-25.65064999999936,19.54108568396219,False
09/25/2024 4:50:00 am,970.976175,973.5,48.89655,-2.523824999999988,19.857764504857705,False
09/25/2024 4:52:00 am,969.23865,973.5,48.89655,-4.261349999999993,19.82222978921826,False
09/25/2024 4:56:00 am,971.6526,973.5,48.89655,-1.8473999999999933,19.87159830294776,False
09/25/2024 4:58:00 am,974.0004,973.5,48.89655,0.5004000000000133,19.919613960494143,False
09/25/2024 5:00:00 am,978.830625,973.5,48.89655,5.330625000000055,20.01839853732012,False
09/25/2024 5:02:00 am,984.39,973.5,48.89655,10.889999999999986,20.1320952091712,False
09/25/2024 5:04:00 am,985.88475,973.5,48.89655,12.384750000000054,20.16266485058762,False
09/25/2024 5:06:00 am,985.9641,973.5,48.89655,12.46410000000003,20.16428766446713,False
09/25/2024 5:08:00 am,988.107975,973.5,48.89655,14.60797500000001,20.208132782374214,False
09/25/2024 5:10:00 am,988.743075,973.5,48.89655,15.243074999999976,20.221121428812463,False
09/25/2024 5:12:00 am,988.54155,973.5,48.89655,15.04155000000003,20.21699997239069,False
09/25/2024 5:14:00 am,989.192325,973.5,48.89655,15.692324999999984,20.230309193593413,False
09/25/2024 5:16:00 am,989.69955,973.5,48.89655,16.199550000000045,20.240682624847768,False
09/25/2024 5:20:00 am,988.484325,973.5,48.89655,14.984325000000013,20.21582964442277,False
09/25/2024 5:22:00 am,986.1547999999996,973.5,48.89655,12.654799999999568,20.168187735126494,False
09/25/2024 5:24:00 am,987.67575,973.5,48.89655,14.175749999999994,20.199293201667604,False
09/25/2024 5:26:00 am,989.5254,973.5,48.89655,16.02539999999999,20.23712102387592,False
09/25/2024 5:28:00 am,998.3898,973.5,48.64171,24.88980000000004,20.52538448997784,False
09/25/2024 5:30:00 am,997.007475,973.5,48.5106,23.507475,20.552363297918397,False
09/25/2024 5:32:00 am,997.0604500000004,973.5,48.3219066666667,23.5604500000004,20.63371499137865,False
09/25/2024 5:34:00 am,999.224775,973.5,48.009325,25.724775000000022,20.81313942655932,False
09/25/2024 5:36:00 am,995.9742,973.5,47.89304,22.4742,20.795802479859287,False
09/25/2024 5:38:00 am,987.46335,973.5,47.89304,13.963349999999991,20.61809711807812,False
09/25/2024 5:40:00 am,980.900025,973.5,47.89304,7.400025000000028,20.48105580685628,False
09/25/2024 5:44:00 am,963.4434,973.5,47.89304,-10.056600000000005,20.11656390991259,False
09/25/2024 5:46:00 am,955.5601999999994,973.5,48.96462,-17.93980000000056,19.51531942859966,False
09/25/2024 5:48:00 am,957.163575,973.5,49.60387,-16.336424999999963,19.2961471554538,True
09/25/2024 5:50:00 am,953.140125,973.5,49.60387,-20.359874999999988,19.215035540573748,True
09/25/2024 5:52:00 am,955.7934,973.5,49.60387,-17.70659999999998,19.26852481469692,True
09/25/2024 5:54:00 am,963.688575,973.5,49.60387,-9.811424999999986,19.427689311338007,False
09/25/2024 5:56:00 am,968.5369000000004,973.5,49.60387,-4.963099999999599,19.52543017308933,False
09/25/2024 5:58:00 am,976.66095,973.5,49.60387,3.160949999999957,19.68920872504504,False
09/25/2024 6:00:00 am,981.620325,973.5,49.60387,8.12032499999998,19.789188323411057,False
09/25/2024 6:02:00 am,981.4245,973.5,49.60387,7.924499999999966,19.785240546755727,False
09/25/2024 6:04:00 am,984.726825,973.5,49.60387,11.226824999999964,19.851814485442365,False
09/25/2024 6:08:00 am,989.75805,973.5,49.60387,16.258050000000026,19.95324255950191,False
09/25/2024 6:10:00 am,989.55675,973.5,49.60387,16.056749999999965,19.94918440839394,False
09/25/2024 6:12:00 am,988.8387,973.5,49.60387,15.338700000000015,19.934708723331465,False
09/25/2024 6:14:00 am,989.15025,973.5,49.60387,15.650250000000028,19.94098948328024,False
09/25/2024 6:16:00 am,992.97795,973.5,49.60387,19.477949999999964,20.01815483348376,False
09/25/2024 6:18:00 am,1000.8798,973.5,49.1601,27.37980000000005,20.35959650204129,True
09/25/2024 6:20:00 am,1012.387425,973.5,41.71395,38.88742500000001,24.2697568798927,True
09/25/2024 6:22:00 am,985.37055,973.5,41.30147,11.87054999999998,23.85800190646967,False
09/25/2024 6:24:00 am,996.77745,973.5,41.13171,23.277450000000044,24.23379553147681,False
09/25/2024 6:26:00 am,971.556375,973.5,41.01168,-1.9436249999999973,23.689748261958545,False
09/25/2024 6:30:00 am,965.808225,973.5,41.01168,-7.691775000000007,23.549589409651105,False
09/25/2024 6:32:00 am,963.6225,973.5,41.01168,-9.877500000000056,23.496294226425253,False
09/25/2024 6:34:00 am,954.8043,973.5,41.39055,-18.695699999999988,23.068171357954892,False
09/25/2024 6:36:00 am,934.346625,973.5,45.621875,-39.15337499999998,20.48023289266388,True
09/25/2024 6:38:00 am,972.309225,973.5,49.02043,-1.1907750000000306,19.83477552114496,False
09/25/2024 6:40:00 am,965.64015,973.5,49.02043,-7.859850000000051,19.698728672922694,False
09/25/2024 6:42:00 am,962.357925,973.5,49.02043,-11.142074999999975,19.63177240591321,False
09/25/2024 6:44:00 am,963.20265,973.5,49.02043,-10.297350000000051,19.64900450689641,False
09/25/2024 6:46:00 am,961.7433,973.5,49.02043,-11.756700000000023,19.619234266202888,False
09/25/2024 6:48:00 am,961.245,973.5,49.02043,-12.254999999999995,19.609069116692776,False
09/25/2024 6:50:00 am,956.32365,973.5,49.02043,-17.176349999999957,19.50867526049853,True
09/25/2024 6:54:00 am,953.94165,973.5,49.02043,-19.55835000000002,19.460083275483303,True
09/25/2024 6:56:00 am,947.3320999999996,973.5,49.07581,-26.167900000000373,19.303442979341547,True
09/25/2024 6:58:00 am,955.758525,973.5,49.542055,-17.741475000000037,19.291862741664637,True
09/25/2024 7:00:00 am,968.36835,973.5,49.59246,-5.131650000000036,19.526523790108413,False
09/25/2024 7:02:00 am,973.3713,973.5,49.59246,-0.1286999999999807,19.627405053106862,False
09/25/2024 7:04:00 am,979.5798,973.5,49.59246,6.0797999999999774,19.752595455034896,False
09/25/2024 7:06:00 am,988.501875,973.5,49.59246,15.00187500000004,19.93250334829125,False
09/25/2024 7:08:00 am,1000.1511499999996,973.5,49.030855,26.65114999999957,20.39840320957078,True
09/25/2024 7:10:00 am,1003.942725,973.5,43.063995,30.442725,23.312809807822056,True
09/25/2024 7:12:00 am,997.289925,973.5,41.435475,23.78992500000004,24.06850470520732,False
09/25/2024 7:14:00 am,995.252625,973.5,41.3269,21.752624999999966,24.08244085571383,False
09/25/2024 7:18:00 am,988.37175,973.5,40.85503,14.87175000000002,24.19216801456271,False
09/25/2024 7:20:00 am,989.98215,973.5,40.51906,16.482150000000047,24.43250534439841,False
09/25/2024 7:22:00 am,985.92285,973.5,40.51906,12.42285000000004,24.332322862376373,False
09/25/2024 7:24:00 am,981.4158,973.5,40.51906,7.91579999999999,24.221090025286863,False
09/25/2024 7:26:00 am,960.6975,973.5,40.51906,-12.802500000000007,23.70976769944811,False
09/25/2024 7:28:00 am,943.34835,973.5,40.68579,-30.151650000000014,23.18618736418784,True
09/25/2024 7:30:00 am,948.07335,973.5,47.99127,-25.426649999999995,19.75512108764781,False
09/25/2024 7:32:00 am,963.07545,973.5,48.40833,-10.424549999999954,19.894829051115792,False
09/25/2024 7:34:00 am,956.610825,973.5,48.40833,-16.889175000000023,19.76128540273957,False
09/25/2024 7:36:00 am,954.68595,973.5,48.40833,-18.814049999999952,19.721522101671347,False
09/25/2024 7:38:00 am,951.413625,973.5,48.40833,-22.086374999999972,19.653923715195297,False
09/25/2024 7:42:00 am,949.067625,973.5,48.40833,-24.43237499999998,19.60546098161205,False
09/25/2024 7:44:00 am,949.6515,973.5,48.7861666666667,-23.848499999999945,19.465589630940453,False
09/25/2024 7:46:00 am,954.9984,973.5,48.7861666666667,-18.501600000000053,19.575188321826182,False
09/25/2024 7:48:00 am,962.98845,973.5,48.7861666666667,-10.511550000000057,19.738965280458583,False
09/25/2024 7:50:00 am,965.031525,973.5,48.7861666666667,-8.468475000000012,19.78084344264254,False
09/25/2024 7:52:00 am,966.608925,973.5,48.7861666666667,-6.891075000000001,19.813176378549915,False
09/25/2024 7:54:00 am,994.303125,973.5,47.66522,20.803125000000023,20.860139216812595,False
09/25/2024 7:56:00 am,989.5713,973.5,40.4492,16.07129999999995,24.4645456523244,True
09/25/2024 7:58:00 am,984.4803,973.5,39.97613,10.980300000000057,24.62670348530486,True
09/25/2024 8:00:00 am,993.7719,973.5,39.97613,20.27189999999996,24.859132187132676,True
09/25/2024 8:02:00 am,975.54375,973.5,39.41235,2.043750000000045,24.752235022778397,True
09/25/2024 8:06:00 am,970.9998,973.5,39.41235,-2.50019999999995,24.63694248122733,True
09/25/2024 8:08:00 am,960.3494500000006,973.5,39.41235,-13.150549999999384,24.36671373313189,False
09/25/2024 8:10:00 am,933.520725,973.5,41.876935,-39.97927500000003,22.29200214867683,True
09/25/2024 8:12:00 am,954.75015,973.5,47.58469,-18.74985000000004,20.064229692365338,False
09/25/2024 8:14:00 am,960.78975,973.5,47.86581,-12.710249999999974,20.072568499310886,False
09/25/2024 8:16:00 am,947.526075,973.5,48.24874,-25.97392500000001,19.63835894989175,False
09/25/2024 8:18:00 am,961.8277999999996,973.5,48.30227,-11.67220000000043,19.91268319273607,False
09/25/2024 8:20:00 am,960.663,973.5,48.30227,-12.836999999999987,19.888568384053173,False
09/25/2024 8:22:00 am,961.897575,973.5,48.30227,-11.60242500000004,19.914127741822487,False
09/25/2024 8:24:00 am,962.16585,973.5,48.30227,-11.334150000000022,19.919681828617996,False
09/25/2024 8:26:00 am,963.7332,973.5,48.30227,-9.76679999999999,19.95213061415126,False
09/25/2024 8:30:00 am,957.338325,973.5,48.30227,-16.161674999999946,19.819737768017944,False
09/25/2024 8:32:00 am,968.4984,973.5,48.30227,-5.001600000000053,20.050784362722496,False
09/25/2024 8:34:00 am,1004.5281,973.5,47.32507,31.028099999999995,21.226130251893977,True
09/25/2024 8:36:00 am,986.5116,973.5,40.37885,13.011600000000044,24.431394158080284,False
09/25/2024 8:38:00 am,997.449,973.5,40.06433,23.948999999999955,24.896185709332965,True
09/25/2024 8:40:00 am,1003.6461,973.5,39.31311,30.146100000000047,25.52955235543563,True
09/25/2024 8:42:00 am,984.8553499999996,973.5,39.08484,11.35534999999959,25.19788618809747,True
09/25/2024 8:44:00 am,1000.928025,973.5,38.91028,27.428025000000048,25.72399954459336,True
09/25/2024 8:46:00 am,973.39815,973.5,38.69128,-0.1018500000000131,25.15807566976332,True
09/25/2024 8:48:00 am,964.383,973.5,38.69128,-9.116999999999962,24.92507355662568,True
09/25/2024 8:52:00 am,952.8141,973.5,38.69128,-20.685899999999947,24.62606819934621,False
09/25/2024 8:54:00 am,955.6705999999996,973.5,38.69128,-17.82940000000042,24.699896204002545,False
09/25/2024 8:56:00 am,971.603625,973.5,38.69128,-1.8963750000000343,25.11169506410747,True
09/25/2024 8:58:00 am,976.39395,973.5,38.69128,2.893950000000018,25.23550396885293,True
09/25/2024 9:00:00 am,988.17645,973.5,38.69128,14.676450000000044,25.54002994990086,True
09/25/2024 9:02:00 am,977.47185,973.5,38.15172,3.9718500000000176,25.62064960636113,True
09/25/2024 9:04:00 am,996.10845,973.5,38.15172,22.608449999999948,26.10913610185858,True
09/25/2024 9:06:00 am,978.293175,973.5,37.58723,4.793175000000019,26.02727508784233,True
09/25/2024 9:08:00 am,1002.1743,973.5,37.58723,28.674300000000017,26.662627174175917,True
09/25/2024 9:10:00 am,980.83245,973.5,36.96108,7.332449999999994,26.53689908411767,True
09/25/2024 9:12:00 am,990.753,973.5,36.96108,17.253000000000043,26.80530439045612,True
09/25/2024 9:16:00 am,995.36085,973.5,36.96108,21.860850000000028,26.92997201380479,True
09/25/2024 9:18:00 am,976.6448500000004,973.5,36.6369733333333,3.1448500000003605,26.65735624813261,True
09/25/2024 9:20:00 am,970.66065,973.5,36.6369733333333,-2.839349999999968,26.494018519724907,False
09/25/2024 9:22:00 am,971.462325,973.5,36.6369733333333,-2.037675000000036,26.51590010346563,False
09/25/2024 9:24:00 am,971.305275,973.5,36.6369733333333,-2.1947249999999485,26.511613450237725,False
09/25/2024 9:26:00 am,969.434625,973.5,36.6369733333333,-4.065375000000017,26.460554374397034,False
09/25/2024 9:28:00 am,969.7947,973.5,36.6369733333333,-3.7052999999999656,26.470382560713738,False
09/25/2024 9:30:00 am,967.13295,973.5,36.6369733333333,-6.367049999999949,26.39773054397145,False
09/25/2024 9:32:00 am,964.43745,973.5,36.6369733333333,-9.062549999999987,26.324157326678755,False
09/25/2024 9:34:00 am,961.6521,973.5,36.6369733333333,-11.84789999999998,26.24813166880964,False
09/25/2024 9:36:00 am,958.65975,973.5,36.6369733333333,-14.840249999999967,26.166455980898007,False
09/25/2024 9:40:00 am,945.50505,973.5,36.6369733333333,-27.994950000000017,25.807400665921115,False
09/25/2024 9:42:00 am,937.03605,973.5,41.20301,-36.463949999999954,22.74193196079607,True
09/25/2024 9:44:00 am,961.122225,973.5,44.04108,-12.377775000000042,21.823311894258723,False
09/25/2024 9:46:00 am,964.842,973.5,44.04108,-8.658000000000015,21.90777337885447,False
09/25/2024 9:48:00 am,956.27625,973.5,44.04108,-17.223749999999995,21.71327882967448,False
09/25/2024 9:50:00 am,958.52235,973.5,44.04108,-14.97765000000004,21.76427894138836,False
09/25/2024 9:52:00 am,952.583475,973.5,44.04108,-20.91652499999998,21.629430409063534,False
09/25/2024 9:54:00 am,955.0666000000004,973.5,44.352755,-18.43339999999955,21.53342221920601,False
09/25/2024 9:56:00 am,966.254775,973.5,44.60205,-7.245225000000005,21.663909506401613,False
09/25/2024 9:58:00 am,953.92125,973.5,44.60205,-19.578750000000014,21.38738578159524,False
09/25/2024 10:00:00 am,969.08205,973.5,44.9224,-4.417950000000019,21.572356997845173,False
09/25/2024 10:04:00 am,957.22425,973.5,44.9224,-16.275750000000016,21.30839514362545,False
09/25/2024 10:06:00 am,970.11495,973.5,45.47541,-3.3850499999999784,21.332736747178316,False
09/25/2024 10:08:00 am,952.87095,973.5,45.47541,-20.629050000000007,20.95354280478175,False
09/25/2024 10:10:00 am,961.92375,973.5,45.95532,-11.57624999999996,20.93171693723382,False
09/25/2024 10:12:00 am,974.6049,973.5,46.50517,1.1049000000000433,20.95691511287885,False
09/25/2024 10:14:00 am,944.3814,973.5,46.50517,-29.11860000000001,20.307019628140267,False
09/25/2024 10:16:00 am,946.44135,973.5,47.356785,-27.058649999999943,19.985337898254706,False
09/25/2024 10:18:00 am,951.51165,973.5,47.91013,-21.98834999999997,19.86034373106481,False
09/25/2024 10:20:00 am,946.51185,973.5,48.43082,-26.98815000000002,19.5435850559623,False
09/25/2024 10:22:00 am,955.394625,973.5,48.99371,-18.10537499999998,19.500352698336176,True
09/25/2024 10:24:00 am,954.823425,973.5,49.56566,-18.67657499999996,19.263809359140986,True
09/25/2024 10:28:00 am,946.092375,973.5,50.02447,-27.407625000000053,18.912591677632964,True
